"","Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",-6.1632397344949,0.926707352882677,"blue pill","red fish",0.931779645925131,-0.411039358004928,"chicken","right",-1.82460723910481,-4.50596703682095,14
"2",-4.59859618205407,0.68022720051266,"blue pill","two fish",2.13142852051236,7.30836448259652,"steak","right",-5.95994242350571,-9.25604253541678,15
"3",3.42051814160171,0.617355691153054,"blue pill","blue fish",0.318422994066729,5.56167411152273,"chicken","right",2.27355992654338,-0.594313428737223,14
"4",-6.93325661633024,0.688275425874852,"blue pill","red fish",3.49621687617248,0.772649077698588,"chicken","left",-8.43495936016552,-9.28377557080239,17
"5",-5.31754003319409,0.947014278909413,"blue pill","one fish",0.0320044055447447,-1.16662436164916,"steak","right",-6.99442947981879,7.18369396869093,12
"6",-1.29024188141518,0.385258066456935,"blue pill","one fish",2.93327691556929,2.27586785331368,"steak","left",-11.0490582231432,0.23468698374927,18
"7",0.578894092620747,0.850100184014826,"blue pill","blue fish",0.228124113337497,-0.901167560368776,"mystery meat","left",-2.24803696502931,2.25873415824026,16
"8",0.786666073945651,0.730233276463218,"blue pill","red fish",0.164545769405623,6.41841719392687,"mystery meat","left",-6.30821342812851,7.02664944343269,19
"9",1.02318045741823,0.382433344466294,"red pill","two fish",1.73010927143814,-3.07534496765584,"mystery meat","left",-8.74007601989433,-1.35715653654188,17
"10",-8.78958933713991,0.597744298002963,"red pill","one fish",0.501364542630437,9.12050946149975,"mystery meat","left",-19.9794668634422,-5.94720375724137,14
"11",2.98167140624204,0.280531860731939,"blue pill","red fish",0.209891907475337,5.65947584342211,"chicken","right",-4.31238051853143,-0.69331165868789,20
"12",6.83103185659846,0.906231156392285,"red pill","two fish",0.256934136855087,-4.05122000724077,"steak","left",-9.62701169075444,-2.71698252763599,14
"13",-3.09719902461872,0.900016272190995,"blue pill","one fish",0.508434898561956,-8.37730158120394,"steak","left",-12.5744495645631,1.78060857579112,18
"14",-3.42192909960436,0.832214721956974,"red pill","one fish",1.43197616141262,7.04435874242336,"mystery meat","right",-14.7312319942284,-6.70317280571908,12
"15",-2.11276889660962,0.591756703580696,"red pill","red fish",2.38413163032584,-6.91720277070999,"steak","right",-15.2207027294207,4.26589673385024,14
"16",-5.17016294987489,0.627365291656165,"red pill","red fish",0.299862688501563,2.0076296525076,"mystery meat","right",-5.08444831822999,0.20763058681041,13
"17",-2.27876572324057,0.298020780961532,"blue pill","two fish",0.142762833969391,1.81500919163227,"mystery meat","right",3.86707455152646,-6.18391716852784,19
"18",-6.2144038677283,0.683620494619662,"blue pill","red fish",0.923644868872838,-2.81695784069598,"chicken","right",-10.0363852619193,2.5980887003243,15
"19",-1.44972535655782,0.815567726064054,"red pill","red fish",1.57915731396218,4.98526414856315,"mystery meat","left",0.983422291465104,8.45414358191192,12
"20",-2.36171498600371,0.741712979722183,"blue pill","one fish",4.92974358454495,-4.92754044942558,"chicken","left",3.80111756501719,7.31118985451758,17
"21",-4.44020048667277,0.750083256759354,"blue pill","one fish",0.0122221763844997,-3.72005676850677,"mystery meat","left",-18.5930193215609,1.6540551930666,14
"22",0.313013771266899,0.814394480362542,"blue pill","two fish",0.358674721749013,9.60124760400504,"chicken","right",0.344873861176893,2.35399744007736,9
