"","Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",-4.7233440968719,0.667552277345679,"blue pill","red fish",0.257913032737046,-3.53960006032139,"mystery meat","left",-5.38514109677635,0.51423545461148,18
"2",-3.52772458343149,0.968726669977611,"red pill","two fish",2.12543106617527,7.85697139799595,"chicken","right",-19.8317751975264,-6.58958311658353,12
"3",1.36681004179478,0.213061540895797,"blue pill","one fish",1.27529862889014,5.44403945095837,"mystery meat","left",-2.56124274339527,8.54338756762445,15
"4",-7.260252042157,0.840082048584465,"red pill","blue fish",0.432376855383361,7.54345835186541,"mystery meat","left",-3.66920971311629,-2.62167248409241,16
"5",-8.25654878288864,0.759493122735042,"red pill","blue fish",10.5340062740005,1.8600903544575,"chicken","left",4.05000277212821,2.87349850870669,20
"6",-4.83622088540502,0.548456042662101,"blue pill","red fish",0.319265022009308,-8.13733746297657,"mystery meat","left",-11.4268965425435,2.68172569107264,13
"7",-8.18733541693089,0.647526821183663,"blue pill","red fish",0.136600978146488,-3.21470847353339,"steak","right",3.11430558329448,8.17435362841934,17
"8",-3.06481890417282,0.475577607489833,"blue pill","red fish",1.76313861568231,0.733561180531979,"steak","right",-6.8871710554231,5.15247917268425,17
"9",-5.23882101413649,0.936678987099055,"red pill","blue fish",1.77097173616433,-6.82270795572549,"mystery meat","left",-7.05782410106622,5.30727106146514,11
"10",-5.12816939881082,0.665534656581872,"red pill","red fish",1.11158343367018,-8.73927730601281,"chicken","right",-9.59433918935247,-1.82569228578359,14
"11",-2.80586030208313,0.970227273742074,"blue pill","red fish",0.179864959189462,3.75647878739983,"chicken","left",-3.00218013464473,-0.738459401763976,14
"12",-3.60536237674019,0.758476251257914,"red pill","two fish",0.447417685417082,7.55087015219033,"mystery meat","right",-2.25778652704321,-6.3820192636922,16
"13",-1.12993563609303,0.825220133461104,"blue pill","red fish",0.363988367177328,8.9135305583477,"steak","right",-7.11645526345819,8.02335250657052,15
"14",-1.89338770417955,0.827503502860059,"blue pill","blue fish",1.57994991678964,-3.77706172410399,"chicken","right",-16.4025662105996,5.45534903183579,17
"15",-2.42433515997044,0.374060833680608,"blue pill","blue fish",0.0607635304095123,-4.01417947374284,"steak","left",-14.9904831766617,2.57796239107847,13
"16",-6.79837886966408,0.796400650208467,"blue pill","blue fish",1.20379725531877,3.04312329273671,"mystery meat","right",-17.4856167566031,0.136599871329963,18
"17",-8.13692643109113,0.533357723903128,"blue pill","blue fish",0.129822706744764,-4.60107191465795,"chicken","left",-10.9461962175556,7.6239916915074,12
"18",-4.12722453358497,0.855712149811348,"red pill","red fish",5.71725785224589,6.01393384393305,"mystery meat","left",-1.91123772412539,-5.73970166966319,11
"19",-4.93512364645225,0.5404263466149,"blue pill","one fish",1.55784624127157,-7.37952204886824,"chicken","right",-5.50776445772499,-6.16149998269975,13
"20",-1.69834381155244,0.733256391195868,"red pill","one fish",0.421770074085081,-5.09802207816392,"mystery meat","left",-7.2807337960694,-1.80531312711537,14
"21",-4.34987516791623,0.635068178339899,"red pill","blue fish",0.4200145716287,-4.57315971143544,"chicken","right",0.296854648040608,8.14888704102486,14
"22",-5.63857678613561,0.82814160096631,"blue pill","one fish",0.692221457767505,-8.27521695755422,"chicken","right",-7.624684011098,6.55849437229335,14
"23",-7.32839700669487,0.480108997005099,"blue pill","two fish",1.00615947521316,2.50783669762313,"chicken","right",-5.33501579076983,-3.12641680240631,15
"24",-5.3348081216461,0.736340204199619,"blue pill","blue fish",0.333325069797579,-3.90965358819813,"steak","right",-12.0978699345142,3.94318022765219,15
"25",-2.14259310814757,0.778398173377285,"blue pill","blue fish",1.81899086157248,0.108694355003536,"mystery meat","left",-17.8960499342065,3.56656621675938,15
"26",-2.66119528370158,0.78802125817012,"red pill","red fish",0.51031334051827,1.35110517032444,"chicken","left",-9.76028495235369,6.06794164981693,17
"27",-0.632243806626137,0.855803848151387,"blue pill","blue fish",0.466150245973598,4.02498106472194,"mystery meat","left",3.7985358457081,-6.86119924299419,18
"28",0.889807058069545,0.560195556552402,"blue pill","two fish",1.25586910395096,3.6999183613807,"chicken","left",-15.7911796169356,-3.85845236945897,21
"29",-6.4321628839352,0.597862390827851,"red pill","one fish",0.481019763426037,-8.51690196897835,"mystery meat","right",-19.2377550981473,5.71146675385535,13
"30",-6.68620152293042,0.603825395307139,"red pill","red fish",0.641326274592612,7.52970202360302,"steak","left",-17.5833931996021,0.175219345837831,14
"31",-2.40484161688847,0.491911696299752,"blue pill","red fish",0.768218861824854,3.11102826613933,"chicken","left",2.4967785703484,-9.24015413969755,19
"32",-0.703019213871197,0.705817459842315,"blue pill","blue fish",2.91241235767819,2.27440059650689,"chicken","left",-6.44754948909394,3.30892412923276,13
"33",-6.6706376511853,0.624118669985991,"blue pill","red fish",0.672236822332742,-0.309323789551854,"chicken","left",-11.5919618040789,-3.07624793611467,9
"34",-3.35074361377033,0.500591942757661,"blue pill","one fish",0.742213168800998,-4.06852231826633,"steak","right",-17.7824343193788,3.77296891529113,14
"35",-1.92955856729931,0.658016241493151,"blue pill","blue fish",0.0921272305189147,-4.03452028054744,"mystery meat","left",0.907970011467114,-9.10295616835356,11
"36",4.05996363725502,0.336932027762817,"red pill","red fish",2.84595291739531,-1.79019513074309,"mystery meat","right",-13.4966573840939,-1.01450341288,18
"37",0.860349399569392,0.677955868282243,"blue pill","two fish",1.24764662439389,7.63016062788665,"steak","right",-4.50950572150759,6.52557263150811,13
"38",0.833033525224262,0.510599976531535,"red pill","one fish",0.046402111933332,-6.7284423019737,"steak","right",-14.9175998975988,4.24638437107205,17
"39",-5.54373942987033,0.803704505358431,"red pill","blue fish",0.131495533561132,8.56478142552078,"chicken","right",-14.0568820282351,8.50401427596807,15
"40",-4.00897803060032,0.89475433591428,"red pill","red fish",1.29615166154573,1.27444594167173,"mystery meat","left",-1.23070545261726,0.815684776753187,14
"41",-6.21925136085767,0.82613448347884,"red pill","one fish",0.295701975720635,-0.134240477345884,"steak","right",-6.48926943424158,2.24071240052581,13
"42",-4.65270089933275,0.245854970425724,"red pill","two fish",0.430846377679911,3.48658455070108,"chicken","right",-7.8816454205662,5.37881369236857,17
"43",-5.6525225315522,0.700333635690669,"blue pill","two fish",2.47888769375962,8.40375367086381,"chicken","right",3.85919345542789,9.47554269805551,13
"44",-9.21843201095216,0.310647607088691,"blue pill","blue fish",1.96759916995824,7.47503807302564,"mystery meat","left",-1.72634090296924,-6.54340738896281,15
"45",-5.61507592683033,0.690110725760666,"red pill","blue fish",0.137570769782243,5.81922691781074,"chicken","right",-7.5998885021545,7.47405786532909,14
"46",-4.45290200054741,0.872754810559732,"red pill","one fish",1.54623676110405,-3.41199992224574,"mystery meat","left",1.13216337747872,-6.61551306024194,16
"47",-5.41110085159559,0.513550405298798,"red pill","two fish",10.1738723125172,-4.4662866787985,"chicken","right",-3.38196020922624,-3.48904120735824,10
"48",3.48124317419214,0.80563755698097,"red pill","blue fish",0.304949597581055,0.355187891982496,"mystery meat","left",-9.76806435966864,1.01727753411978,16
"49",-5.16091617895029,0.617024635630781,"blue pill","one fish",0.782678858106499,9.83617960009724,"chicken","left",-4.17142999824136,9.43368137348443,10
"50",0.662964268645737,0.460781713363979,"red pill","two fish",0.0956434326800865,-1.31703822407871,"chicken","right",-19.6331133705098,-5.2024964010343,17
"51",0.28676242223787,0.700399682868926,"red pill","two fish",0.322667874834698,-2.84475513733923,"mystery meat","right",4.62837398634292,-8.66028456483036,16
"52",-4.53938190716012,0.920051078652737,"blue pill","two fish",0.844865824397772,-1.75463479012251,"mystery meat","left",-5.21960846846923,-0.066855694167316,14
"53",-6.33464343384933,0.613484223123684,"blue pill","blue fish",0.176254318450745,-4.0726093063131,"steak","right",-4.31599661125802,9.67859740834683,18
"54",-0.716148646276507,0.857114761899164,"red pill","blue fish",0.686279057267958,-1.67177203111351,"chicken","left",1.33786102640443,2.47777689713985,14
"55",-3.98401405539123,0.933540826275103,"red pill","blue fish",1.73391519935749,2.84511281643063,"mystery meat","right",-8.70006473734975,-6.93984027486295,21
"56",0.244317746279404,0.650884989744618,"red pill","blue fish",5.927191620027,-0.785201895050704,"steak","right",0.334601408103481,-3.48510637879372,12
"57",-1.96903872422803,0.80429352962229,"red pill","red fish",0.362694911022916,7.08737529348582,"steak","left",3.18453956395388,-4.36228008940816,20
"58",-8.92712636703215,0.716534874204737,"red pill","two fish",1.13742288972315,-8.83183628786355,"steak","left",-4.44882368785329,-4.1813333844766,13
"59",-2.53916007013991,0.600477730175981,"red pill","two fish",0.537622847210187,-8.62726619932801,"mystery meat","right",-4.06725224340335,-3.21950513403863,18
"60",-2.1305671725097,0.77666903707566,"red pill","one fish",1.45942400585463,-6.35844868142158,"mystery meat","left",1.37725048232824,-5.42559614870697,18
"61",-0.672136584707046,0.570258349195197,"blue pill","blue fish",1.08467653237127,0.20347910001874,"chicken","right",-5.23996405419894,-5.2601737389341,15
"62",-7.76914282983158,0.820854265505329,"blue pill","two fish",2.25743981812082,-0.568514936603606,"chicken","left",-13.6643376655411,2.30469115544111,15
"63",-0.464299272977944,0.522242728265681,"blue pill","one fish",1.85954228407729,4.21903030015528,"chicken","left",-2.48655890347436,6.78851309698075,14
"64",-3.37284306189768,0.81835147336836,"blue pill","two fish",0.269030132436016,4.50867648236454,"steak","right",-15.0295822462067,4.08504346385598,14
"65",-1.00722259091434,0.635514301193549,"blue pill","two fish",0.0701734961561477,5.90034770779312,"chicken","right",-3.26037923106924,4.05971954576671,17
"66",-9.86469307417394,0.782460308034987,"blue pill","red fish",1.50293994151747,3.13921783585101,"chicken","left",-19.5383718691301,0.919951885007322,16
"67",-1.68860878455096,0.847405291565548,"blue pill","one fish",0.572740422123682,8.18527737632394,"mystery meat","right",1.50507234036922,-8.76281653996557,14
"68",-4.0290302564916,0.832313480978545,"red pill","one fish",3.29264777609469,-0.339329955168068,"steak","left",-11.7789179889951,-4.14664831012487,13
"69",-4.19192502778374,0.839990357606744,"blue pill","two fish",0.564538402880873,5.87420895230025,"chicken","right",-18.7709192151669,-1.104541355744,14
"70",0.770650538909886,0.411487497689491,"red pill","two fish",0.703147423261737,-4.06716339755803,"steak","right",-12.7715947502293,-9.54956223256886,19
"71",-8.90041299954616,0.859325472128677,"blue pill","blue fish",0.868590509791666,-0.217773951590061,"steak","left",-11.5465057536494,8.63157710060477,17
"72",-9.84621673448049,0.561394158159297,"blue pill","red fish",0.0215397369395462,6.3378927949816,"mystery meat","right",-19.5452676957939,4.8160155210644,16
"73",-0.604728653799512,0.670485307028854,"blue pill","red fish",3.84198178637571,-9.07898562960327,"chicken","right",-15.7207336614374,-4.32158248499036,13
"74",-6.0011717019924,0.936217796751515,"red pill","two fish",0.741864906338308,5.05472508724779,"chicken","right",-13.9655012101866,7.64866582117975,11
"75",-1.03427928988026,0.766640864445666,"red pill","one fish",3.86348184326678,-7.23128557670861,"mystery meat","right",-6.99238695553504,2.35328077804297,10
"76",-2.09690148921191,0.831504851658103,"red pill","two fish",4.17369618919985,-5.14753192663193,"steak","right",3.58245867071673,6.64335735607892,15
"77",4.5890546328254,0.721617084911096,"blue pill","two fish",0.53562486329585,-9.80703964829445,"chicken","left",-10.0584124319721,-7.3183651920408,11
"78",1.02932771641701,0.643979097151137,"red pill","blue fish",0.276294051060955,-3.39098619297147,"steak","left",-4.43515206454322,4.84338679816574,17
"79",-5.3777576906786,0.590306156202721,"blue pill","red fish",0.861500909949846,6.59709537401795,"chicken","left",-10.97082305816,-1.03212567046285,17
"80",0.472503217463905,0.827131557928664,"red pill","two fish",2.53190681372992,-5.5374973686412,"chicken","right",-6.70601592166349,-6.63356456905603,16
"81",-0.441252447118924,0.633362886159261,"blue pill","two fish",0.370926796224928,-9.59651458077133,"chicken","right",-15.6235092948191,-9.22646925784647,16
"82",-2.274116784994,0.580340915354829,"red pill","one fish",0.250943978952725,2.86122140474617,"steak","left",-18.1124914891552,-2.42682818323374,10
"83",1.29449719441318,0.485272294353401,"red pill","two fish",0.153088250492672,-4.88502095453441,"steak","right",-18.8347223610617,-9.53747710678726,13
"84",-9.70018409250428,0.923383193745364,"blue pill","one fish",1.69204078989005,-4.54195798374712,"chicken","left",-13.1201383820735,-1.36819105129689,14
"85",-2.09938319261788,0.835808888883696,"red pill","red fish",0.565746031428317,9.05647048261017,"steak","left",-6.9117641588673,-0.397890917956829,14
"86",-5.46420996418149,0.720727168001392,"red pill","red fish",1.23143251411924,0.105924755334854,"mystery meat","left",-15.5298940476496,-9.15501108393073,13
"87",1.86601354895607,0.611604018685951,"blue pill","two fish",0.709285333690342,3.5167336743325,"steak","right",-6.78703702171333,-2.38026190083474,17
"88",-0.700435540743657,0.523845527764918,"red pill","red fish",1.23706116717612,-0.838453541509807,"steak","right",-1.67945233290084,-6.7012185882777,9
"89",-1.45429530011474,0.465382983530833,"red pill","blue fish",1.20011156940324,9.75385995116085,"mystery meat","right",3.15695176366717,9.16082228068262,15
