Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
-6.901804110663539,0.9267073528826774,blue pill,red fish,0.9317796459251313,-0.41103935800492764,chicken,right,-1.8246072391048074,-4.505967036820948,14
-3.9276518413655346,0.6802272005126603,blue pill,two fish,2.131428520512363,7.308364482596517,steak,right,-5.959942423505709,-9.256042535416782,15
2.506299053976476,0.6173556911530538,blue pill,blue fish,0.3184229940667286,5.561674111522734,chicken,right,2.273559926543385,-0.5943134287372231,14
-7.220621674980817,0.6882754258748518,blue pill,red fish,3.496216876172481,0.7726490776985884,chicken,left,-8.434959360165522,-9.28377557080239,17
-6.1052870962898265,0.947014278909413,blue pill,one fish,0.03200440554474471,-1.1666243616491556,steak,right,-6.994429479818791,7.183693968690932,12
-2.7028247222926702,0.3852580664569348,blue pill,one fish,2.933276915569295,2.2758678533136845,steak,left,-11.04905822314322,0.23468698374927044,18
-1.2186514177167513,0.850100184014826,blue pill,blue fish,0.2281241133374974,-0.9011675603687763,mystery meat,left,-2.248036965029314,2.2587341582402587,16
-1.146951856081432,0.7302332764632181,blue pill,red fish,0.16454576940562338,6.418417193926871,mystery meat,left,-6.308213428128511,7.026649443432689,19
-0.6154591451989297,0.3824333444662941,red pill,two fish,1.7301092714381352,-3.0753449676558375,mystery meat,left,-8.740076019894332,-1.3571565365418792,17
-7.00815357767327,0.5977442980029628,red pill,one fish,0.5013645426304374,9.12050946149975,mystery meat,left,-19.979466863442212,-5.947203757241368,14
2.158760462799558,0.2805318607319392,blue pill,red fish,0.20989190747533693,5.659475843422115,chicken,right,-4.312380518531427,-0.6933116586878896,20
4.035531434040287,0.9062311563922846,red pill,two fish,0.25693413685508715,-4.051220007240772,steak,left,-9.627011690754443,-2.7169825276359916,14
-3.0507399962607735,0.9000162721909952,blue pill,one fish,0.5084348985619556,-8.377301581203938,steak,left,-12.57444956456311,1.7806085757911205,18
-3.2199075493422775,0.832214721956974,red pill,one fish,1.4319761614126163,7.044358742423356,mystery meat,right,-14.731231994228438,-6.703172805719078,12
-2.4508399172690756,0.5917567035806958,red pill,red fish,2.3841316303258355,-6.9172027707099915,steak,right,-15.220702729420736,4.265896733850241,14
-5.834980222369588,0.627365291656165,red pill,red fish,0.2998626885015626,2.007629652507603,mystery meat,right,-5.084448318229988,0.20763058681041002,13
-3.0796828462745105,0.2980207809615323,blue pill,two fish,0.14276283396939063,1.8150091916322708,mystery meat,right,3.867074551526457,-6.183917168527842,19
-6.8120011787155725,0.6836204946196619,blue pill,red fish,0.923644868872838,-2.816957840695977,chicken,right,-10.03638526191935,2.598088700324297,15
-3.2138823700593506,0.8155677260640537,red pill,red fish,1.579157313962175,4.985264148563147,mystery meat,left,0.9834222914651036,8.4541435819119215,12
-3.4111388710393107,0.7417129797221828,blue pill,one fish,4.929743584544947,-4.927540449425578,chicken,left,3.8011175650171936,7.311189854517579,17
-5.279714101113945,0.7500832567593535,blue pill,one fish,0.012222176384499711,-3.7200567685067654,mystery meat,left,-18.59301932156086,1.654055193066597,14
-2.277527835826762,0.8143944803625419,blue pill,two fish,0.3586747217490131,9.601247604005039,chicken,right,0.3448738611768931,2.3539974400773644,9
-1.1590164452879756,0.7450213569408933,blue pill,two fish,5.1290394182165455,4.2493584752082825,chicken,left,3.2141880434937775,0.17122168093919754,18
0.6928142602345972,0.9645108449896781,red pill,one fish,2.4739898678453454,1.4586061239242554,chicken,right,-8.07048836024478,4.607389783486724,15
-0.49002336174134253,0.553609544803893,red pill,blue fish,1.912961430333676,0.5274674715474248,steak,left,-17.606133413501084,4.714634427800775,14
-2.2131652146101897,0.625894571031344,blue pill,one fish,0.7365746035422319,5.290509057231247,mystery meat,left,-1.5332158468663692,-8.563369633629918,21
-6.9123011132004955,0.7370367161805932,red pill,blue fish,1.954060935961488,-8.229442806914449,steak,left,-17.784882463747635,6.074857888743281,14
-6.349008936414976,0.713039848683663,blue pill,red fish,2.464884107255618,-0.7957298960536718,chicken,right,-8.452350010629743,4.00175753980875,11
0.7817440459825225,0.6042846854716132,red pill,two fish,0.6130425743891691,-1.9192937295883894,steak,left,-11.111747635295615,-9.296250995248556,15
-4.302049494729859,0.8718480410881132,red pill,red fish,0.22600437899361087,-1.7929066577926278,mystery meat,left,-17.660774434916675,3.048572395928204,17
-6.709116440265911,0.7341356638365484,blue pill,blue fish,2.1526483616360013,-7.83816765062511,mystery meat,right,-10.426340652629733,7.827189797535539,14
-2.2784990784146357,0.8411489948219693,blue pill,blue fish,2.1037629549742216,7.092588995583355,mystery meat,left,-17.313214029418305,4.990221462212503,17
-3.012481024946846,0.5327096640682139,red pill,blue fish,1.1861665965676889,-8.597007701173425,mystery meat,left,-9.300617901608348,-8.756658611819148,22
-9.911754068731558,0.3955166949286506,red pill,red fish,0.503036244812966,5.784637560136616,chicken,right,-11.137272911146283,-1.8812406389042735,16
-5.771357856029555,0.6677186129339623,blue pill,blue fish,1.1241004071801743,9.851968283765018,steak,left,-7.872586044250056,-7.008892884477973,18
-2.2902669980928225,0.8210640351687427,blue pill,blue fish,1.7260566707965808,8.674230291508138,chicken,right,-1.246676208684221,-7.270102389156818,15
0.4125303395278941,0.902125168293988,red pill,two fish,0.8662456621406596,4.993871646001935,steak,right,-17.223809466231614,-4.431005213409662,11
-5.549551531425445,0.7744957972327338,blue pill,one fish,1.152994462858456,1.1589529924094677,chicken,right,-11.326967015629634,7.4103312054648995,14
