Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
-0.8576652783624439,0.6457825155392711,red pill,one fish,1.6378513016252159,-6.340939966030419,steak,left,-8.01108897314407,1.388506987132132,16
-1.7095661491450493,0.5924375120470845,blue pill,blue fish,1.133943397875164,8.65308650303632,chicken,left,-19.15082275401801,-3.5375178372487426,17
-6.461017909108983,0.9534920062003723,blue pill,two fish,1.0067316328663782,-5.588598889298737,chicken,left,-19.806252616690472,0.08389004040509462,15
-3.0308013724983502,0.8281551823615274,blue pill,red fish,0.14671109892101855,4.437518669292331,mystery meat,right,-1.3927142007742077,-9.430577070452273,18
0.8896941537157044,0.8356999037424763,red pill,two fish,0.4546307605364694,-4.511950621381402,steak,right,-1.3482445548288524,-4.554487164132297,14
-8.453752740501393,0.7463592019399792,blue pill,two fish,4.460883973039085,-1.5919582638889551,steak,left,-3.6747987137641758,-2.158027687110007,16
-3.1635715965604896,0.5105576440052452,red pill,blue fish,39.56614059434367,8.072258438915014,steak,right,0.4133784456644207,1.3875926611945033,18
-4.697772390844097,0.8253052784222246,blue pill,one fish,1.2039096568893917,9.451763285323977,steak,right,0.4318575735669583,-5.477531282231212,14
-2.094192147738687,0.5056973812475248,red pill,blue fish,1.3732866814969091,-1.6986312437802553,chicken,left,-12.206227406859398,-0.2849219786003232,12
-4.961864561411403,0.9114502072761325,blue pill,two fish,1.0469963734889234,0.5070462124422193,chicken,left,-8.707522494951263,-6.671023052185774,16
-3.058882158835922,0.5950595037321601,blue pill,blue fish,0.22854727337989816,1.5858235349878669,chicken,left,0.04643576801754534,8.61620313487947,13
-1.4652569495040026,0.8646319506819625,blue pill,one fish,3.2541676427988833,-6.888273260556161,chicken,right,-0.24639103678055108,-9.55134148709476,20
-1.925520394160047,0.8522052080421061,red pill,one fish,0.9540042335298762,-3.585584624670446,steak,right,-11.01350725395605,-3.6241692630574107,19
-3.9629402746185285,0.6666332708243821,red pill,red fish,0.6789961183271217,1.6559764323756099,steak,left,-7.75589254219085,1.52678235899657,14
3.207381598407073,0.7791742244661133,red pill,one fish,0.13021820432035067,-5.15769727062434,mystery meat,right,-7.974107958143577,-8.687622328288853,17
-8.421589063160205,0.6523787089769367,blue pill,red fish,0.04051711830709019,3.019244587048888,mystery meat,left,-6.870048334822059,0.4317818256095052,14
-5.502261512016087,0.7332974815282415,blue pill,red fish,0.325747990044099,-5.455365306697786,steak,right,-7.404365930706263,9.697150313295424,19
-4.454571725848513,0.7642116882304857,blue pill,two fish,1.1623789353280947,3.791177230887115,chicken,left,-2.142985053360462,0.5870770383626223,13
-4.214230546216657,0.9337652866514524,blue pill,red fish,0.499813285722485,6.123091476038098,mystery meat,left,-0.7903385488316417,-7.19216329511255,12
0.5857761710626539,0.6496324846567187,blue pill,blue fish,1.3246526619223336,-7.539756270125508,steak,left,0.10555164306424558,-3.7912566727027297,16
-7.1522414317580365,0.5215274550341895,red pill,red fish,1.4674314781589595,6.013274532742798,mystery meat,right,-11.099703847430646,8.01196119748056,14
0.4066344862142337,0.5280237998014354,blue pill,two fish,1.5113808373549635,8.563637379556894,steak,right,-4.028351062443107,5.467830924317241,19
-3.5884171943560013,0.8119465224183344,red pill,blue fish,0.9127786093002357,-4.718413399532437,steak,right,-5.594426630996168,-3.4121450129896402,16
2.4914974620473496,0.910404484815741,blue pill,one fish,0.1929648482370958,-9.317711195908487,mystery meat,left,-5.676475329091772,-7.93110370170325,16
-0.26729518688081555,0.9651716715495345,red pill,two fish,0.30536789299932665,-3.6712308786809444,steak,left,3.8391673425212502,-2.0085962023586035,15
-7.228161400157738,0.7225949416410298,blue pill,red fish,0.40719684132270445,-1.473640315234661,chicken,left,2.053787508048117,-2.3838073713704944,17
2.753173267254126,0.8521561288865541,red pill,one fish,0.28476264725819306,-4.845049222931266,chicken,left,-11.38296390301548,-3.9539043232798576,15
-3.7982440349627256,0.5386118022103751,blue pill,one fish,0.9192636585609272,-0.34551565535366535,mystery meat,right,-17.324621019652113,7.351408866234124,13
3.1505037751446956,0.8954688624384426,red pill,one fish,0.5054434237644257,-5.03056466113776,chicken,left,-13.821629916783422,-4.034051280468702,13
-2.404792902664484,0.9138383078136442,red pill,one fish,0.47558343295540434,-4.838134739547968,steak,left,-8.650433550355956,7.155302739702165,17
-0.9508430487471338,0.71190026526025,blue pill,blue fish,2.776051731175721,-9.421155736781657,mystery meat,left,-15.639906649012119,0.2863079495728016,14
-4.823305876666288,0.7478612684315349,red pill,two fish,3.2745789170779176,5.28516779653728,chicken,left,-12.358660895843059,-4.318987461738288,20
-0.46875311534067343,0.6812678689899083,blue pill,red fish,0.2639951265852868,7.7441669115796685,steak,left,-3.809429674874991,6.857010959647596,11
1.1213211244365588,0.7559800462889211,red pill,red fish,1.4014577029549609,-6.916832495480776,mystery meat,left,3.564228758914396,3.160714441910386,17
-4.053988022754983,0.5235889574662905,red pill,red fish,0.8452776332495467,3.487115865573287,mystery meat,right,-19.737363593885675,-0.9830640535801649,14
-6.960625737482502,0.44175046096724757,blue pill,blue fish,0.8738054929722476,-3.510642284527421,chicken,left,2.7632490103133023,9.155309572815895,13
-2.3895206644788045,0.7798289294359186,blue pill,one fish,0.8861909083842106,-8.013197854161263,steak,left,-1.978824152611196,-5.406517880037427,17
-6.800950051033839,0.9693924752645536,red pill,two fish,1.8646900096940535,-4.669293272309005,chicken,left,4.884246569126844,1.9447408709675074,15
-8.287347223761236,0.856036553247242,red pill,two fish,0.05291788441257991,4.958998588845134,chicken,right,1.721180999884382,4.36090424656868,19
-4.558764776308711,0.9121116847173497,red pill,red fish,0.4153903321116121,0.6501573929563165,mystery meat,right,-0.012706632260233164,6.6427692119032145,14
-1.681775255475705,0.6677158990906311,red pill,two fish,1.7930362922516794,1.2888175807893276,steak,right,-1.954878946999088,7.602576077915728,16
-4.753639201897004,0.4557339585549428,blue pill,two fish,0.8172124119397015,-8.761375704780221,steak,right,-8.874592684442177,-9.457544451579452,19
-3.7105364873093207,0.5124627739482969,blue pill,one fish,2.0961043727125923,2.16963903978467,steak,right,-5.883805860066786,-5.7129873195663095,14
-10.510730037945248,0.6235458962968901,red pill,red fish,0.19832473521777863,-1.2980187591165304,chicken,right,-12.321004549739882,2.6615175092592835,17
1.2077028966405008,0.8219434556046195,red pill,red fish,1.6056839194231531,-3.0053855990990996,chicken,right,-17.005689842626452,-6.678850008174777,17
-5.435391562322183,0.7180339322163296,red pill,two fish,1.260309688282997,-8.124489937908947,mystery meat,left,4.510032561374828,-4.914830382913351,16
-8.466566093403513,0.768618211638239,red pill,red fish,5.144057847898941,6.390484399162233,steak,left,-19.234179337508976,-1.2042284989729524,19
-5.973295835303294,0.9538422090312512,red pill,red fish,0.6435652199858204,7.170473136939108,chicken,left,-6.699524021241814,-3.2062900718301535,11
-1.2878517585830704,0.31150503179132827,red pill,red fish,2.5059873024976262,9.568587364628911,chicken,left,-18.615414591040462,-6.703456151299179,13
-3.8618211572577734,0.7964101109101089,red pill,two fish,3.2508745032179154,2.3461160995066166,chicken,left,-18.433355102315545,-4.443626697175205,18
-2.539708255452679,0.7997201779134119,red pill,blue fish,1.1179917534244537,-3.7570461304858327,chicken,left,-1.2290062196552753,-4.8281832318753,16
-0.9370199752741128,0.8660371585871811,red pill,one fish,0.5144267542822327,-3.735246597789228,chicken,left,-12.10510365664959,1.6326152859255672,15
-4.6658589480152894,0.6574429781615252,blue pill,red fish,0.36001431498315706,4.973942884244025,mystery meat,right,-14.45520403678529,2.2932297084480524,14
-2.2254884594826327,0.7383372133594486,blue pill,blue fish,0.16866257402785256,-7.195342960767448,chicken,left,-3.9792892104014754,5.907311900518835,15
-3.8143163731605596,0.45654668039839874,red pill,one fish,0.09402412580428521,-1.5659271366894245,chicken,left,-8.75967827043496,1.7660731077194214,18
-5.416915216152782,0.8427666394847303,red pill,two fish,1.1981912552620695,7.164699779823422,chicken,right,-3.59263397869654,-8.780063414014876,15
-5.416726442480647,0.6684936933808147,red pill,two fish,3.7014298078628793,-3.008027821779251,chicken,right,-0.305967153981328,2.6920637767761946,9
-2.4486270840736664,0.7394578716307687,blue pill,one fish,0.8735581244493845,-8.502261834219098,steak,right,-14.857585255522281,3.3956119138747454,14
-5.583068047977747,0.8930239015271757,red pill,red fish,0.4521871091634815,3.464130824431777,steak,right,1.2685594044160098,1.7094062035903335,18
-3.9711544361790394,0.9000329127365367,blue pill,one fish,3.779150011456719,6.944204531610012,chicken,left,-19.609616957604885,4.23061381559819,13
-3.5315992214745076,0.8208164747253452,blue pill,blue fish,5.777893377016698,4.533960116095841,mystery meat,left,-3.202235819771886,1.308130780234933,18
-5.473990994875024,0.8671247627424378,blue pill,one fish,0.3696647818660039,6.800374840386212,chicken,right,-5.496976593276486,-7.492012907750905,15
2.4366747112007046,0.9316334431685472,blue pill,two fish,0.012983928747722485,-8.195215961895883,steak,right,1.4958645345177501,9.683687137439847,7
-4.622704697212394,0.6363131127871147,red pill,red fish,0.7351168134502275,1.3799897767603397,chicken,right,-7.062871491070837,6.582332984544337,17
-1.1249893761178107,0.9234419894529495,red pill,two fish,4.115916745616065,9.077780786901712,mystery meat,right,-17.11997489212081,-9.914189856499434,19
-5.315580215237436,0.6773252934152126,red pill,two fish,0.34514252601290774,-6.08374647796154,steak,left,-2.3208612971939147,-3.2205638848245144,12
0.5065923297164523,0.45034349153341036,blue pill,blue fish,2.0362080485426297,2.7415978023782372,mystery meat,left,-18.983090528054163,-5.3396586468443274,17
-5.832129303634365,0.6243688087857362,red pill,one fish,1.213347503064352,-7.863949416205287,steak,right,-17.059132886352018,-1.6118845390155911,20
-0.6720334707127218,0.6294653562599095,red pill,one fish,0.0744205986098714,8.985246135853231,steak,left,-0.2850315114483237,6.66074775159359,17
-2.37388777446975,0.8736220787658449,blue pill,one fish,5.119169925108812,0.6357795465737581,steak,left,-9.321500837104395,7.626114203594625,16
-5.058766662163189,0.5123818994226284,blue pill,one fish,1.9132882344342332,-3.349208924919367,chicken,left,-8.15687361638993,-2.9882329562678933,17
-7.206699362182567,0.6313696665509919,red pill,two fish,0.8184951411895591,-7.549153896979988,steak,left,-13.012216943316162,2.5912145152688026,8
-11.155329490110272,0.7625262489959057,blue pill,red fish,0.2941020170804471,0.1168452575802803,mystery meat,right,-0.6623866257723421,5.3220320120453835,12
-4.313510929315596,0.7778374416374704,blue pill,blue fish,0.538583692155778,9.759685518220067,chicken,left,-17.260522039141506,7.40232699085027,17
-4.766367542662336,0.3632076182740788,blue pill,one fish,2.0090143315412723,-7.054925211705267,chicken,right,-8.959663832793012,4.95996274985373,16
-1.3564236006222719,0.7291126302997145,blue pill,red fish,1.3167602454129859,7.349203918129206,steak,right,-10.078103967243806,5.13171975966543,16
-7.568407111247167,0.6103971711507028,red pill,two fish,0.15888355322313905,6.896925740875304,mystery meat,left,-6.026455496903509,-3.9991480903699994,13
-4.252265301140853,0.5645465571007207,red pill,two fish,0.17278644278522676,4.3667432479560375,chicken,right,-15.0933096697554,7.293702149763703,15
-1.02004283263663,0.9048454623637547,red pill,blue fish,0.11579124610969416,-4.4288920890539885,chicken,left,-7.308463832596317,5.871989373117685,14
-0.6896447544856688,0.34908297888674844,red pill,one fish,0.14763696006088797,-0.1380930980667472,steak,left,-1.6971372289117426,8.66653313394636,15
-9.045366195081153,0.8744898911280814,red pill,two fish,3.7666063030388273,-3.907416509464383,chicken,left,-4.181387268472463,-5.741038867272437,11
